plan_id,state,metal_level,rate,rate_area
82766WG8022212,OH,Bronze,203.89,12
59193NH2161777,TN,Gold,400.52,8
63442PG5402020,MI,Silver,321.83,14
68218KV0219951,FL,Bronze,241.13,6
82220PJ1641497,OH,Silver,322.07,15
55894VX2842770,WI,Gold,372.42,15
50121HK0509814,FL,Silver,305.46,62
53867PZ4311127,KS,Gold,293.2,5
29733EX8521319,VA,Silver,277.09,3
40448NL3453634,WY,Gold,531.1,3
81793RS2377074,WI,Silver,328.28,16
11539CB9488561,FL,Silver,321.28,5
68708OO5622658,WI,Bronze,233.12,14
13793WU3866948,TX,Silver,241.74,24
73823CR9374963,VA,Silver,279.37,12
54850FK0786264,WI,Silver,416.68,14
55522OC2923406,WI,Bronze,333.49,10
30403LW8496054,FL,Platinum,438.45,22
69888UE6143254,TX,Bronze,212.09,24
30378IQ9696245,MI,Silver,345.37,4
61958PO0785664,WI,Silver,290.89,15
51996DN9045099,FL,Bronze,250.03,34
33997PD5853862,SC,Bronze,270.25,39
50316RB1940154,NM,Silver,203.7,3
39127SP6352229,GA,Silver,382.5,14
46271NR7297876,UT,Gold,226.39,3
84606RR8002367,SC,Gold,356.21,34
55954PG5803575,FL,Silver,344.98,49
59118CY2278102,SC,Bronze,267.26,33
69073QK6669081,MI,Gold,306.95,6
65981TN1146576,IN,Bronze,273.23,13
53994LR8516819,TX,Bronze,313.33,2
33993CE8773374,OH,Bronze,203.89,14
79026PA2937915,OH,Gold,344.53,4
59643ZT9931238,AL,Platinum,394.55,2
97059KP4219956,WI,Silver,382.13,1
66695CN4135432,OH,Gold,584.19,11
09377IO6178650,SC,Silver,336.7,4
43814LR5784503,WI,Gold,357.59,15
27578QM1345078,TN,Silver,244.33,3
25943QD4016439,SC,Silver,302.52,32
78034KP8874709,UT,Bronze,182.84,4
28134AS9759812,SC,Gold,326.81,7
56878FD5223527,SC,Bronze,269.49,16
92390DO5742800,FL,Bronze,363.84,55
90278DH1253747,AZ,Bronze,195.96,5
18519RW0247262,AZ,Silver,251.15,4
36210OJ8138165,LA,Bronze,280.79,3
51863EC4028326,IN,Silver,352.69,13
60856GE2887369,SD,Gold,344.28,4
72519XB6095623,FL,Platinum,414.39,25
25350ME2273401,OH,Silver,335.34,7
15068OE1816405,TX,Silver,376.95,26
19736RX5840281,OR,Silver,273.93,5
32711UH2049471,GA,Catastrophic,213.64,14
12328QY8277296,SC,Silver,299.44,46
38941MX2017902,VA,Gold,367.82,5
22790JQ2121065,SC,Gold,323.19,7
68774MD2022304,FL,Platinum,502.59,49
79969DF5419029,SC,Silver,298.84,5
64792XL2605431,GA,Bronze,235,13
10176XJ9937298,AZ,Gold,413.78,3
11040CH8873235,IN,Bronze,319.75,13
90925FJ5396808,UT,Gold,290.03,6
39846WJ7876664,NC,Catastrophic,248.78,10
97843TI6014323,OR,Silver,293,7
86832GO2085301,AZ,Bronze,224.4,2
59841IU2917973,FL,Bronze,217.46,55
23748ON6986319,SC,Bronze,257.8,21
22967CI7722722,SD,Bronze,215.68,2
13254NI2399333,AZ,Silver,209.35,7
16773GP7022012,SC,Bronze,274.61,24
21305RX8922927,SC,Silver,277.34,30
99091TX0262829,FL,Gold,413.86,16
43897IO5130308,AL,Gold,322.98,13
55887EW0165964,WI,Bronze,290.03,13
31830MV7032494,SC,Silver,298.44,9
17480PK7625614,AZ,Gold,261.26,2
38631WQ3371407,SC,Silver,292.08,32
14769IR2541309,SC,Silver,298.78,7
94962PW7039870,MI,Silver,309.71,8
89956KT2692076,IN,Bronze,291.91,9
68179BD0043742,OH,Silver,284.55,8
74885RR9946057,OH,Silver,301.02,14
37480EO7422413,TN,Silver,239.87,2
56213JG7872842,WI,Silver,305.81,14
34891MW9949350,SC,Bronze,248.2,44
54710WU2308028,OH,Silver,407.22,10
56008UM4032802,TN,Silver,244.64,6
14118CL3280197,OK,Silver,262.72,5
85129FB4202102,FL,Bronze,330.25,61
99234WK2179581,IN,Silver,308.39,15
93776AZ5540542,OH,Gold,361.94,16
00928LD4739233,VA,Silver,288.85,11
61610CE3031745,MI,Silver,367.15,9
42615PD1839298,WI,Gold,392.25,11
96922HC2037752,WI,Platinum,393.13,2
77867QH1715961,VA,Bronze,243.87,6
70309LC4245701,GA,Gold,315.8,8
40249JV6723940,KS,Silver,249.45,4
91737IR7992262,FL,Platinum,510.99,19
38135PF4039398,FL,Platinum,358.11,9
34929GO3145308,SC,Silver,296.83,13
33069XG1172354,GA,Silver,320.83,2
02005NJ8082101,OH,Bronze,239.12,2
98330WV7255843,WI,Bronze,247.14,14
77259KP4185836,WI,Silver,383.91,15
19333FL8261791,SC,Silver,285.89,8
82329FJ1151233,IN,Silver,329.61,1
59468KR3295989,IL,Gold,312.59,12
62600HG8614008,KS,Silver,345.89,1
38828DQ8307577,TX,Silver,242.7,16
38102KE4097300,OH,Platinum,669.65,3
63564KJ4632764,SC,Silver,290.62,21
52344IS5057939,NE,Bronze,271.56,4
91317HP6317985,AZ,Gold,426.33,2
58793WW0842330,VA,Gold,369.3,12
10297KM5637363,TX,Bronze,187.77,24
53720LW0451327,OK,Silver,262.72,4
23750NW4398863,WI,Silver,360.64,15
04616CZ6143046,TX,Gold,345.08,20
62102BR1100027,TX,Gold,420.58,14
38814PR4374315,OH,Platinum,436.48,2
31870NE6898464,FL,Silver,412.06,60
39895OE1635669,FL,Bronze,267.79,26
88328HX9028527,FL,Silver,346.05,22
70627HG6002415,SC,Bronze,262.38,22
75554KS7213482,MI,Bronze,242.57,12
61474CJ8742653,FL,Silver,301.66,43
87686IY9923790,OH,Bronze,252.96,13
88713DB7993421,OH,Bronze,319.86,2
02139OJ0086143,ME,Silver,317.03,2
76120RU9138856,FL,Bronze,258.85,57
89177BN1505704,FL,Bronze,271.7,9
63587GJ9847835,OK,Bronze,183.81,3
90246MR1840372,PA,Gold,297.45,4
14083GA2584445,MI,Silver,314.88,13
95273YY5954328,OK,Gold,384.01,3
20189CT4643746,OR,Silver,250,2
08635UG8249912,PA,Gold,220.46,2
79783XC8917584,AZ,Gold,351.99,1
01308QO2050460,SC,Bronze,267.71,34
45735RP7430762,MS,Silver,286.34,6
65577WQ4002706,SC,Silver,302.04,12
43523FM2411709,FL,Gold,316.19,22
33821UV4890800,FL,Silver,367.65,57
93899QD0008139,IN,Silver,499.62,11
17360SS9870129,AZ,Silver,320.2,7
69353DK9015936,AL,Silver,237.13,7
77649TP9775782,SD,Silver,270.13,4
36735FV2284873,SC,Silver,290.48,1
65642DW4679187,FL,Platinum,465.24,13
69324NG4797274,NC,Platinum,515.61,10
87882WO0826094,SC,Gold,380.78,2
32438PN5624083,FL,Bronze,273.5,19
98744OM5440469,SC,Silver,461.44,25
15201PU4835122,MI,Bronze,216.85,5
10443TS9312661,KS,Silver,266.48,1
12456HL8459444,OH,Gold,435.79,8
41010OW3672263,LA,Platinum,466.86,7
98698TN8555892,GA,Platinum,371.1,5
89377VX9332175,TX,Gold,328.99,24
71909LU8360539,FL,Silver,325.6,7
79111RW1956974,OH,Silver,364.44,2
21245QT0114042,OH,Silver,329.96,7
01862YH2042769,WI,Bronze,318.44,15
05650SD4772484,SC,Silver,310.13,1
27380ZV3866282,SC,Silver,301.73,15
27071WU5647927,FL,Platinum,486.19,40
98568RT4446882,FL,Silver,349.99,14
14720TX0405760,WI,Silver,407.4,7
41831QY0921065,OH,Bronze,270.91,12
70631KO0285371,OR,Bronze,190.26,1
38251PP8302367,AR,Silver,298.02,4
26943FK0455851,FL,Silver,330.9,4
30733XO0440819,SC,Gold,306.51,27
49357BI9703204,NC,Bronze,266.15,2
51512KS3760239,OH,Bronze,217.8,5
62777ZC3447250,OR,Silver,237,1
71073CD3527789,MO,Bronze,309.81,2
98400NH0489113,TX,Bronze,307.33,11
70444XU5424022,FL,Silver,402,13
85682LI9360239,TX,Bronze,193.75,9
75180TB9119470,OH,Bronze,301.1,2
50249GW9110084,FL,Catastrophic,252.71,57
52337PS8189346,SC,Bronze,173.69,10
17018OL0676497,AR,Gold,419.53,5
01236RJ1768719,WI,Bronze,299.85,15
99997XZ6806079,TX,Silver,395.48,8
69350KW8904260,TX,Bronze,161.49,5
75347IT8431352,SC,Silver,481.37,41
09937RR4392524,TN,Silver,260.85,4
09953MM7476586,AR,Silver,285.61,2
18777UP0656757,SC,Gold,378.04,43
75778CT2577557,WI,Bronze,294.88,1
57788NL1147408,FL,Bronze,244.07,49
18471IJ3821898,IN,Bronze,319.29,13
68210RJ6425874,FL,Silver,354.09,6
85590II7220704,FL,Platinum,458.33,7
57640RY9685578,PA,Gold,470.27,3
03931UE8866202,AZ,Bronze,200.99,7
43381GD5294360,GA,Silver,326,2
61343SP3512995,TX,Silver,280.39,25
52503YN3174277,IN,Bronze,242.94,3
44810GE9167418,OH,Bronze,298.47,2
17784CM3355911,ME,Silver,335.1,3
52118JG7150525,IN,Bronze,244.13,6
41889LN4219654,MI,Bronze,220.28,13
00930GV0709294,SC,Gold,583.88,10
31302OO3255633,SC,Silver,311.27,12
15508GI5237764,SC,Silver,265.95,44
72980HZ0053605,SC,Gold,336.14,41
34694VI2039401,OH,Silver,291.96,2
23148BP4360032,TX,Silver,232.08,5
46271XZ2309717,WI,Platinum,569.1,13
47986SP2394355,SD,Gold,376.93,1
12222PQ9400598,UT,Silver,251.88,5
91446QH4188401,MO,Bronze,208.03,3
86125OL3073559,KS,Platinum,369.6,4
48015FD3492619,VA,Bronze,195.45,7
08921HW4986115,WI,Silver,396.43,12
40244CY2196477,OR,Gold,283,5
83080RM8041130,FL,Bronze,306.69,64
19828LI0625427,SC,Bronze,269.73,12
85013FW2144970,OH,Gold,578.83,12
56215WQ5807549,MI,Bronze,222.28,5
83081DX5630783,MO,Gold,396.7,9
98459XC9422451,MI,Bronze,243.06,13
40446SC2143392,WI,Bronze,256.63,11
84819JP5070754,TX,Bronze,210.44,24
95789BQ3195804,VA,Bronze,246.97,1
58246UT8689278,FL,Catastrophic,174.95,28
19285RE4384253,TX,Bronze,192.4,19
85219WR0818602,IN,Silver,380.62,13
45946FW3188632,FL,Silver,307.34,5
26515WY2626553,SC,Gold,352.08,12
79733CR9322568,AZ,Gold,261.26,7
18782DN5167994,WI,Bronze,247.66,11
46663FF8856811,TX,Silver,317.02,19
28200VS2603034,IL,Gold,272.39,7
67525MF2506190,WI,Silver,348.64,4
09860NB8166613,AL,Bronze,209.03,13
09095RQ5232750,MI,Bronze,223.85,1
69924UH3190439,OH,Catastrophic,183.45,5
79366GE2752061,VA,Silver,315.45,6
68545WQ8603137,NC,Catastrophic,243.88,4
29473RI1364541,IL,Bronze,177.1,1
80650IL4591446,IL,Bronze,395.89,2
45722WD5431100,SC,Silver,295.72,24
58335TT8294002,MS,Bronze,266.67,2
96006IC3672513,UT,Bronze,222.32,1
54778KH6220456,MS,Platinum,343.98,1
88574TU8383673,OH,Gold,295.32,4
30766OT6149801,MI,Silver,288.14,6
19400MP6821530,PA,Bronze,211.82,3
58120EU6647026,MO,Bronze,274.22,1
18305GQ1024295,TX,Gold,416.77,13
00915ME5651320,FL,Silver,361.73,7
74195VY1801501,KS,Bronze,214.33,2
54847QA9641436,TX,Silver,245.52,19
92239EB2372457,KS,Silver,230.3,2
00877RI0653955,TX,Gold,449.48,15
03699YR8415945,FL,Silver,386.4,30
18862NU0432754,WI,Bronze,258.53,11
25178GY3098493,WI,Bronze,310.15,8
99957WV7910250,AZ,Silver,312.15,7
50463GF1454945,FL,Silver,308.05,28
82710QM4755736,IL,Platinum,323.63,4
14210JH7105793,WI,Silver,412.24,11
00021VF1536331,WI,Silver,368.26,10
32260UH4261612,IN,Bronze,232.81,3
73494DQ0627581,MS,Catastrophic,218.45,4
40825HX3670813,OH,Silver,363.1,9
83630MG0873938,SC,Catastrophic,247.38,40
74626IR2675994,PA,Silver,200.58,5
57813MS7356213,SC,Catastrophic,227.56,9
32231UL4881006,TN,Silver,262.15,6
96351EI0360282,TN,Silver,245.4,2
16849AR8908130,FL,Catastrophic,215.57,46
34533TT5838124,IN,Bronze,391.42,17
62089RU8977964,GA,Bronze,216.7,8
89170LD3252326,OH,Bronze,333.88,14
86382HI9527231,MI,Silver,311.95,4
86370PC8139737,PA,Silver,268.97,6
76157NP9844152,MT,Catastrophic,187,3
12807OG4465745,AZ,Platinum,375.53,7
58001PD7372852,NC,Gold,412.75,5
88236QH9883754,TX,Bronze,208.04,8
87462WO6501423,SC,Catastrophic,195.34,45
18873GP8208765,NC,Silver,410.43,13
81474UG6206457,OR,Silver,282,3
49570VR7021569,TN,Bronze,156.82,2
04461YJ6169507,VA,Silver,274.91,2
50710KT7122294,VA,Bronze,253.4,6
64317TZ8213110,MS,Silver,280.24,1
49362DO4175048,FL,Gold,426.14,20
65362EV0876356,FL,Bronze,315.68,1
99232HY2418053,AZ,Silver,361.69,7
61416HZ7138382,WI,Silver,382.91,1
30401AJ9689761,SC,Gold,359.15,40
09698OK7120425,VA,Catastrophic,263.39,10
21357PU2827511,MT,Silver,264.17,4
00596VK3123675,NC,Silver,298.94,11
42466UX0414043,NH,Catastrophic,192.3,1
90208OB2525040,MI,Bronze,256.67,7
73338RE8037896,OH,Silver,259.85,1
19344WI4316138,FL,Silver,381.7,55
97053PQ3950423,TX,Platinum,384.63,7
52416GS9858152,FL,Bronze,272.66,20
95920US2999302,PA,Gold,276.14,3
34115EE8306212,MI,Platinum,412.93,3
63015WI6920137,AZ,Platinum,320.48,4
43512FH0037465,WI,Bronze,333.53,8
22131EX6755511,GA,Gold,361.42,4
50514FN2460161,OH,Gold,303.2,11
85741LI4155890,TX,Bronze,229.01,26
12124IU4458562,VA,Bronze,219.2,7
12778SB7535505,FL,Catastrophic,229.08,36
36844YS7250107,WI,Silver,300.05,11
15510XC1108001,PA,Catastrophic,162.79,9
29831SN6800163,PA,Silver,288.17,9
96875KQ9340972,SC,Bronze,226.29,16
32108DM4837119,MI,Gold,321.27,8
28993UR8077744,WI,Bronze,297.49,15
70521HY0773372,OR,Bronze,206.26,2
48374WY1084209,SC,Bronze,200.99,22
22311CL1470353,FL,Gold,479.67,58
03819VD7720481,OH,Silver,438.45,17
20625IV3193882,AL,Platinum,399.08,11
55962YT1055091,IN,Catastrophic,246.31,6
51620SI2858327,AL,Gold,321.05,13
11832HZ0073571,AZ,Silver,314.99,3
67970VW6821016,MI,Gold,385.62,10
48613WG7329516,SC,Silver,339.39,37
53680TL0735782,IN,Silver,494.51,9
34308GF4969367,UT,Bronze,197.55,3
09943GR2953427,NC,Gold,379.64,4
79317WG3605549,GA,Gold,320.25,7
66999NO1517165,MI,Gold,377.3,8
24137LT2967048,FL,Bronze,429.4,43
56648KY6533512,FL,Silver,401.68,17
88677JT9362411,TX,Silver,232.3,26
94186CJ3480924,WI,Platinum,735.21,12
34377XG0190227,SC,Silver,471.69,42
86386AM9256313,AL,Gold,350.99,2
29645MS5847699,UT,Silver,246.24,4
86650UI6085890,SC,Gold,334.25,9
60762EH3593740,MI,Silver,340.2,16
03852XF8675169,WI,Gold,455.44,9
99648XR5645754,WI,Bronze,249.62,10
89241KM8988778,GA,Silver,375.67,2
98691WQ7441224,TX,Silver,249.18,11
84480KB5066865,FL,Silver,408.09,45
06797GD7494013,OH,Gold,378.53,6
18198WV1163731,MI,Silver,306.23,4
58063PS0313123,OH,Gold,357.14,11
56697TI9108134,SC,Catastrophic,158.12,18
93689UQ6546840,OH,Silver,276.08,2
42900TS4910979,OK,Gold,355.25,2
98308QP7978535,GA,Silver,290.94,16
18386RI9302072,PA,Catastrophic,161.75,6
92834XW8509029,WI,Silver,533.15,6
99208TB1798359,TX,Silver,360.03,16
31758TY7366795,ME,Silver,363.86,3
39045BV9785793,SC,Platinum,649.08,11
49742XE5022620,VA,Bronze,288.52,10
06721BC7001655,MI,Silver,308.4946236,6
60528IE8646742,NV,Bronze,289.78,2
29579QY7363560,IA,Silver,384.62,3
73977YV6240152,IL,Bronze,266.48,13
53844VZ1001202,SC,Silver,286.28,14
88195VM5938273,FL,Silver,321.49,42
19822BK2163022,FL,Platinum,397.08,37
62771GO4777177,UT,Silver,274.52,5
96157JO3451932,OH,Silver,269.05,12
57080ZD4552429,TX,Bronze,260.83,26
28814HA9645715,AL,Bronze,202.8,6
11474UA3934202,OH,Bronze,239.7,9
56990SA8379538,SC,Gold,330.42,29
32415AD9801474,LA,Bronze,260.86,3
01224YL8150011,SC,Bronze,255.77,20
42762TS9761945,TX,Gold,335.42,3
66129WG2567214,LA,Platinum,491.43,8
81808QX3366143,SC,Gold,352.97,32
56209BC8503086,IN,Silver,336.11,2
11077ML7146151,AL,Silver,296.35,9
45113CY9303317,SC,Silver,309.17,30
57219EV8418617,WI,Bronze,323.46,12
19912OE5354801,WV,Gold,339.67,9
05735EE6185648,MO,Silver,310.45,10
96950BO6704814,NH,Gold,300.68,1
40519KB7807875,GA,Gold,309.97,10
90632MC4663045,FL,Silver,284.16,42
65230RU4253186,FL,Platinum,343.78,9
03293UW8968064,SC,Gold,346.92,16
08367BG1656926,OR,Platinum,365.67,2
64327XC6755704,GA,Silver,477.62,15
21186JY6582785,WI,Silver,418.29,14
02942UF9720461,IN,Bronze,229.02,4
45148SD3504217,IN,Silver,384.78,2
41362IF8826691,WI,Catastrophic,187.12,15
92013AC1057301,KS,Gold,257.68,4
73081UD3195961,KS,Gold,287.65,5
78633WU4603189,IL,Platinum,347.37,3
71155XO0832865,NM,Silver,229.24,2
41978UR2741492,SC,Silver,286.81,14
41119XB6775824,SC,Bronze,347.53,33
06589XG4157719,AL,Catastrophic,178.79,5
92067FB7105410,GA,Gold,375.15,2
01660GK9403796,WI,Platinum,397.67,2
27871TO9519131,FL,Bronze,355.5,45
87746AC1863391,GA,Gold,320.89,7
23353MJ3512920,TX,Bronze,244.83,3
84842BD2686711,FL,Bronze,247.83,6
35931LZ1994083,MI,Bronze,198.99,2
43276IT8243734,MI,Silver,302.2,1
18636WL0776315,WV,Catastrophic,208.99,5
37231MD7593644,OH,Gold,304.5,3
88677OK5454623,WI,Silver,380.45,12
72991GA5979946,IN,Bronze,315.84,13
00579VY9015638,SC,Bronze,257.89,42
79767FX6140043,WI,Bronze,315.56,9
45266GK5974107,UT,Bronze,208.55,2
09632PV5525434,FL,Gold,419.59,28
25351EQ4812413,KS,Silver,286.39,1
59525LD2276092,FL,Bronze,258.85,48
13412IO9341389,WI,Gold,355.87,14
55284FC8161982,TX,Silver,253.56,26
03660UX5521351,IA,Bronze,185.35,2
65795SC3655118,MI,Silver,215,2
45364XA0895028,NC,Silver,332.21,12
64618UJ3132146,MO,Silver,319.57,3
18761GN2364572,FL,Bronze,327.41,12
20881HO1252861,OH,Silver,282.49,12
93438WU9149793,SC,Silver,294.24,20
64986UB6963607,NC,Silver,363.55,15
86279FL7486547,MI,Silver,257.43,5
86760VT1447048,SC,Silver,461.53,41
55865YD3509973,NC,Catastrophic,223.93,2
03936JM6529353,TN,Silver,261.57,2
48549JK5651259,OH,Catastrophic,177.32,16
59194UD7015056,SC,Bronze,266.02,33
82263GI8923191,OR,Bronze,220,3
08398VK2853956,IL,Bronze,408.96,10
01806QW0366920,SC,Silver,451.38,33
03151NY1060564,TX,Bronze,179.96,15
59087JV5969593,GA,Bronze,263.2,15
70388ZV7229621,AZ,Silver,314.99,3
60334MK1335747,TX,Platinum,480.57,26
79616WS2686972,ND,Gold,359.55,3
90892HX8793850,LA,Gold,376.37,8
15420WS8145044,AL,Gold,295.69,3
00545BL9407273,NH,Catastrophic,160.87,1
35206QE3813291,WV,Bronze,269.75,2
45363MK6194668,NE,Platinum,486.5,2
18365KH3031405,TN,Silver,303.9,3
13428MN2747756,MS,Bronze,285.09,4
28541FE8818067,NV,Silver,331.3,2
35573VR4282862,IN,Gold,347.96,4
50692AU1231077,GA,Platinum,536.81,4
45002XK7810781,SC,Silver,300.52,12
09238KC4402911,OR,Silver,242,4
51479TU7918882,FL,Bronze,265.06,16
37585DO7408092,PA,Silver,199.99,6
08639FE9186529,IN,Bronze,236.18,3
78055VE0237509,MI,Silver,343.04,6
60610MC7221724,TX,Silver,319.04,16
58575PU1759837,WV,Gold,386.61,1
07099US6875049,ND,Silver,302.28,1
97416FE6085497,FL,Gold,391.28,52
57187TT9521745,OR,Silver,284,4
56044PT5344963,FL,Bronze,256.29,26
84011FY0101167,FL,Bronze,267.65,6
44111KR8624576,OH,Bronze,252.61,1
42211CP1754902,OH,Gold,334.25,12
87447FU4872777,SC,Bronze,270.83,35
29964KV3970528,AZ,Silver,391.8,2
15298IC5000808,FL,Bronze,265.97,11
89221NP7211049,IN,Silver,324.12,4
54710MR4635458,KS,Catastrophic,157.9,3
70130QW5588776,GA,Platinum,580.69,12
27321FJ9285371,WI,Bronze,273.46,11
41873HJ0666517,MI,Silver,333.55,1
37196BY9755982,WI,Catastrophic,205.83,15
52028CJ2205439,FL,Gold,342.72,51
47065ZD3545099,SC,Bronze,258.36,21
98906RK3182338,AL,Silver,279.37,9
59190TS9734525,OH,Bronze,311.52,8
82656XI5957092,NV,Silver,248.2817917,4
57043AA0023591,UT,Silver,254.6,6
18728CJ1905429,MO,Bronze,280.14,5
50813WB1459802,WI,Silver,422.12,12
95726QJ5489824,GA,Silver,287.51,5
86068YU9410780,ME,Bronze,359.47,4
58586QQ4850409,FL,Silver,285.73,6
30629BP0749111,PA,Silver,370.36,7
21835QB9802949,FL,Silver,294.44,54
22830WX9021740,PA,Bronze,231.66,6
18451LT6816801,SC,Silver,313.44,45
18058EH6273215,FL,Bronze,291.36,27
84978NG5967932,SC,Gold,326.72,37
71184UR0111255,MO,Silver,383.31,2
87379DY4583585,ND,Bronze,268.18,2
66593ZD0972075,LA,Bronze,253.36,8
90556NH5256708,TX,Bronze,241.93,2
13620XA4253490,AZ,Gold,471.02,1
26509RJ1922972,AR,Silver,286.57,4
79398ZP4311731,FL,Platinum,474.73,15
93914BV0295411,OK,Gold,409.58,5
92638DN5897034,OH,Bronze,231.93,6
32408KL3426986,AZ,Bronze,195.96,5
56428OM2073369,FL,Bronze,258.61,48
24197YJ4406294,OH,Bronze,224.93,2
95965XF6428295,GA,Silver,297.93,3
55498BW7587509,OH,Bronze,267.51,5
32271HI2359897,NV,Bronze,293.29,2
85670VO7420111,MI,Bronze,231.36,15
27447PC1695108,SC,Bronze,255.12,11
35376CS3648606,WI,Silver,355.4,1
82313IQ6799051,WI,Bronze,292.96,15
99778QS7563382,IL,Platinum,407.53,2
60856KR7238742,VA,Silver,277.4,4
14707VY5861590,IL,Gold,285.57,12
63820SN7135246,GA,Platinum,354.11,3
92784QC4654868,FL,Silver,321.9,30
79265TW9748937,FL,Silver,326.31,45
52437JF5312102,IN,Bronze,310.4,13
10485CX3857568,WI,Bronze,240.24,14
56348IU5774259,FL,Silver,412.69,43
63149NE6659181,VA,Bronze,266.72,10
73366RW4717961,FL,Silver,453.09,53
44983MM9005391,OH,Platinum,309.99,4
99799JT3328169,SC,Silver,297.18,41
13515SA5407871,OH,Silver,235.65,11
71077YK2599453,WI,Bronze,333.74,12
73229CA3892230,OR,Bronze,226,7
63065FE2537803,IL,Silver,211.3,4
30172VV9224903,OR,Bronze,177,1
52806PF3390152,SC,Bronze,190.58,22
34252KE9626497,IL,Bronze,262.85,1
98645ZI5261986,PA,Silver,256.63,3
56605PN4001936,FL,Catastrophic,228.4,56
48052AQ1774692,SC,Silver,292.06,40
79850PF8204431,OH,Bronze,212.62,9
01505QU5442374,AZ,Silver,510.61,2
98725WT9503235,TN,Gold,368.67,7
09000YW6395336,WI,Silver,395.08,9
73234EY1017112,FL,Gold,321.67,60
20398IH7586077,MI,Gold,345.98,2
08116TE3544874,IN,Silver,336.86,2
96256NK1309666,LA,Bronze,246.58,3
73947PQ5748480,OR,Silver,270.76,4
86365HW8367637,OK,Silver,302.65,4
73464LD1375193,MI,Catastrophic,158.23,12
98101WT3023903,OH,Gold,445.49,17
73967XJ6378140,IN,Silver,375.22,1
36645XA1465360,VA,Gold,321.41,12
44106EE8766072,AZ,Bronze,201.71,6
73401EX6096551,UT,Gold,323.02,5
22533DH4698957,IN,Bronze,219.95,15
11880NL0514050,IN,Gold,448.61,8
93862QX0484486,GA,Catastrophic,286.74,11
09879UG0183197,FL,Silver,356.38,15
79298KH4083462,MO,Silver,282.12,4
82501IZ4324406,VA,Bronze,205.88,12
02818OM9575475,AR,Bronze,292.61,2
10756UG0860294,UT,Bronze,222.15,4
15800IR9584843,PA,Gold,220.73,2
15902LS8531623,FL,Platinum,431.88,24
27378YC8144014,IN,Silver,421.91,14
80342EE1193070,MI,Silver,280.41,12
67946TU6979453,AZ,Gold,275.08,6
39187MA8482230,OK,Bronze,272.1,3
66267PE1670027,FL,Bronze,318.51,18
97556XN8529330,SC,Gold,339.43,20
90290VA3470643,WI,Bronze,305.75,7
34836VR8907362,SC,Silver,471.69,11
19800ER3136913,KS,Silver,242.55,2
15354SL4742956,GA,Silver,288.16,2
03348GV3434926,TN,Silver,235.28,2
31972CB5367294,AL,Silver,295.05,5
58021JB0215612,FL,Gold,408.57,10
30946AB3943704,LA,Platinum,507.32,4
56190DP6053664,WI,Gold,429.43,14
26700IP2718695,IN,Gold,413.48,11
46591LP0922166,FL,Gold,440.74,48
49082RT4812118,WI,Silver,328.57,16
82957JD0500074,SC,Silver,292.66,12
33392IF2180932,FL,Gold,332.76,42
24640EJ5983596,UT,Catastrophic,206.79,2
70137KL4547663,OK,Catastrophic,145.78,1
64977KQ9725938,WI,Silver,350.77,11
80424QT7522558,GA,Bronze,289.48,15
81820FT6969488,SC,Silver,503.56,43
01286AF7652322,OH,Bronze,243.95,3
09955LO0977870,MS,Gold,353.47,3
68960XG7433606,IN,Silver,343.66,9
17901GN3861353,FL,Platinum,417.09,49
15539UL8705526,IN,Gold,363.96,1
59083OX6430730,AZ,Bronze,157.02,6
77024GE1715075,AZ,Platinum,381.65,5
87852KJ1830353,WI,Bronze,328.01,9
71803CM0359289,TX,Silver,273.07,26
32256KY1333243,LA,Gold,316.45,1
13547TQ4715688,TN,Silver,295.24,4
70296ZV4657091,TX,Gold,394.08,22
29850YV1372204,SC,Silver,297.05,12
29231JX3836813,SC,Gold,330.52,38
14017RL6621390,AZ,Catastrophic,229.51,3
85075SL8700079,SC,Gold,332.63,42
55129HB0166197,OR,Platinum,340.99,1
23765KI3657044,SC,Gold,332.97,16
11562PJ9168028,WI,Silver,392.37,15
18764DT4988623,LA,Bronze,265.94,4
54251FX8471117,GA,Bronze,279.17,8
92184PQ4035123,SC,Gold,606.32,40
44267HC8169520,OR,Gold,339,5
97612PK7724917,SC,Gold,304.68,20
44272FK1346367,MI,Bronze,266.1,10
47556LY3571061,NV,Silver,248.2817917,4
47120AM7505199,IA,Silver,352.41,7
45638HD9090588,MI,Silver,257.5,2
31876ZE9137222,WY,Gold,551.1,1
92573CG1815616,NE,Catastrophic,183.93,1
39951YN4641036,TX,Silver,311.04,5
31146YT0939902,AR,Silver,336.82,1
66983VY8866250,GA,Bronze,201.49,16
01049JJ7587080,PA,Silver,168.48,1
45413DD4725054,AL,Platinum,399.08,5
08266PN9211387,FL,Platinum,452.97,59
09987UV0798763,IN,Silver,204.34,16
06825FK1518497,OR,Silver,278.91,3
02457HZ2279625,IL,Gold,345.48,5
27021OQ6557498,OH,Bronze,214.01,13
31159TN4855124,SC,Silver,325.37,2
70085MB8269428,FL,Platinum,423.99,36
27682NS0478995,SD,Platinum,382.89,2
37425PR2683662,KS,Silver,234.09,2
63281IW4241101,OR,Silver,305.39,4
11678MP2374429,FL,Platinum,426.74,14
62044DE8609856,FL,Gold,475.12,6
94363UP9892119,SC,Gold,315.95,32
60929DU0139607,SC,Silver,304.72,22
55030OS1200874,OH,Bronze,255.3,3
48464HY5603503,OH,Gold,358.15,15
